en,nl,en-nl,nl-en
director,overste,0.0400196081,0
director,eindresultaat,0,0.083413605
director,directie,0,0.0599089452
director,regie,0,0.0169984168
director,wie,0.0132464903,0
director,ondernemer,0,0.0266048036
director,directeur,0.2014186914,0.3925867102
director,cut,0.0110454118,0
director,regisseren,0,0.0277946131
director,werkster,0,0.0238195268
director,aula,0,0.0312323534
director,irene,0.0133265295,0
director,bestuur,0.0412201963,0.1556285614
clay,eigenaar,0.0123587534,0
clay,klei,0.0381478284,0.6951707879
clay,t,0.010215617,0
clay,moeten,0.0120730019,0
clay,vasthouden,0.0714378808,0.0100122657
clay,na,0.0260033886,0
clay,leem,0,0.1112961545
clay,richting,0.0110014336,0
clay,kleien,0,0.2669420701
clay,tegen,0.0122873155,0
clay,denken,0.0191453521,0
clay,akkoord,0.0261462644,0
clay,geweer,0.0121444397,0
lucky,bofferd,0,0.61
lucky,mazzel,0.0161385518,0.4237666927
lucky,stellen,0.0203504219,0
lucky,passé,0,0.0429874562
lucky,gelukzak,0,0.2535004477
lucky,geluksgetal,0,0.3967633323
lucky,lucky,0.1890947929,0.7913438485
lucky,lekker,0.0191827747,0
lucky,gelukkig,0.0205339093,0.0567779792
lucky,geluk,0.2599265991,0.2189783233
lucky,verklikker,0.0417016841,0
lucky,boffen,0,0.3976643435
lucky,mazzelaar,0,0.6680262024
lucky,zalig,0,0.062438231
lucky,smakelijk,0.0414097723,0
lucky,geluksvogel,0.0100614466,0.6807666998
lucky,vastberaden,0,0.0835136295
lucky,meevaller,0,0.0129947938
lucky,bof,0,0.1922898494
lucky,platina,0,0.0499996912
lucky,bofkont,0,0.6871161282
lucky,ansjovis,0,0.0192542937
lucky,hawaii,0,0.0113745275
harmonica,mondharmonica,0.1415284747,0.6325
harmonica,harmonica,0.3673170907,0.767308173
harmonica,scheet,0.0109966625,0
weak,achterlijk,0.058818475,0
weak,besmettelijk,0.058818475,0
weak,zwakkeling,0,0.3379739566
weak,slap,0,0.211702038
weak,zwak,0.3840258233,0.6891019909
weak,knikken,0,0.0183333227
weak,futloos,0,0.1639996482
weak,iemand,0,0.0500122886
weak,zwakte,0,0.0160022306
weak,slappeling,0,0.0116115965
weak,beteren,0,0.0836995706
weak,zwakst,0.0493494593,0.8969638343
pelican,pelikaan,0.4660432158,0.6041428006
pelican,jongen,0.0178587989,0
before,eerst,0,0.0158628716
before,alvorens,0,0.8672126614
before,vooraleer,0,0.3340740766
before,voorheen,0.0144399898,0.4674478539
before,zoiets,0.0182284454,0
before,blunder,0,0.1430185851
before,eergisteren,0,0.0598884267
before,ooit,0.0136785498,0
before,daarvoor,0,0.20604702
before,eiland,0,0.0221236577
before,kwartel,0,0.0360082396
before,daarnet,0,0.2021201059
before,poolen,0,0.0793838975
before,eerder,0.0662104481,0.3790007056
before,eerlijk,0,0.0432806979
before,weleens,0,0.0103363907
before,achtergrond,0,0.0109060465
before,grammofoon,0,0.0989800289
before,voordien,0,0.5686033519
before,voordat,0.0632820874,0.6463012861
before,voor,0.099304796,0.0758557047
before,hamburger,0,0.0210108588
before,gevangenisbewaker,0,0.1073231019
before,daarstraks,0,0.1661034934
before,ondergaan,0,0.019805365
before,vervallen,0,0.0714054549
before,zopas,0,0.0679995362
before,ophelderen,0,0.0328130491
before,ongekend,0,0.014248164
before,genieten,0,0.0832683666
before,vooraf,0,0.1796961424
before,wedstrijd,0.0271255021,0
before,metamorfose,0.0271255021,0.0955846683
before,vermoorden,0.0271255021,0
before,tevoren,0.0275290672,0.1422743308
before,ervoor,0,0.0185228193
before,neerslaan,0,0.0485673783
before,mekaar,0,0.0175581173
before,voort,0,0.0249801176
before,betreden,0.0266101175,0
before,blauwtje,0,0.0210155394
before,doordat,0,0.0295653066
before,elkaar,0,0.0146283442
before,schijt,0.0271255021,0
before,noodrem,0,0.0304930171
before,voornemen,0,0.031241945
before,wachtrij,0,0.0417499997
before,precies,0.0271255021,0
someone,werken,0.0106589315,0
someone,iemand,0.3603960264,0.2629654472
someone,oei,0,0.0175167983
someone,neervallen,0.0217529214,0
someone,ons,0.0108764607,0
someone,daten,0,0.1251666924
someone,liefhebben,0,0.0113706911
someone,meerdere,0.0217529214,0.0138783281
someone,maar,0.0272781635,0
someone,vermoorden,0,0.0240451648
someone,praten,0,0.0148833701
someone,binden,0,0.0163810096
someone,rijden,0.0217529214,0.0191677836
someone,via,0,0.0185610512
someone,vondeling,0,0.0833062967
someone,retraite,0,0.0223238606
someone,bijl,0.0104414023,0
someone,mogelijks,0,0.0336781892
someone,afrekenen,0,0.014412971
someone,er,0.0192309769,0
someone,dat,0.021861686,0
someone,vouwen,0,0.0117978108
someone,vastpakken,0,0.0251889097
someone,aanmelden,0,0.0161958884
someone,hunkeren,0,0.0775103246
bison,wereldwonder,0.0833192766,0
bison,bizon,0.1198131198,0.4372813593
commode,commode,0.5013251083,0.1772056148
quotient,dom,0.0533071595,0
quotient,iq,0.0742968536,0
quotient,kracht,0.1112786955,0
quotient,deling,0.0573051965,0.0443333333
heavy,zwaar,0.4332197415,0.3853092861
heavy,storing,0,0.0115691136
heavy,loodzwaar,0,0.0554875665
heavy,crème,0,0.0171670804
heavy,do,0.0604211634,0.0488064528
heavy,diepzinnig,0,0.0206590672
heavy,zwaarmoedig,0,0.033385416
heavy,heavy,0,0.6665767667
heavy,jongleren,0.0604211634,0
heavy,orde,0.0154678178,0
heavy,hevige,0,0.0430981951
heavy,heftig,0,0.0494059476
heavy,krop,0,0.0400801603
heavy,hevig,0,0.0571592801
upward,besef,0.0532803321,0
upward,kromming,0,0.0333443931
upward,omhoog,0.1809817177,0
upward,geloof,0.1428427133,0
upward,boven,0.0125701588,0
upward,opwaarts,0.0187123954,0.100033343
upward,maar,0.0105703608,0
northern,noord,0.0294867092,0.0124906047
northern,noorden,0.0359837807,0.0125947501
northern,scandinavië,0,0.1656434214
northern,noordelijk,0.0259882861,0.0872057543
steamroller,doordrammen,0.1077024975,0.1229975358
steamroller,feit,0.3334442647,0
steamroller,pletwals,0.1110369401,0.4999977828
conclude,rond,0.0109212644,0
conclude,bespreken,0.0409338995,0
conclude,slotsom,0,0.4011951312
conclude,grijpen,0,0.0909044983
conclude,uiteindelijk,0.0424345313,0
conclude,eindigen,0.0208421077,0
conclude,snik,0,0.0143496481
conclude,bijdehand,0.0205920024,0
conclude,conclusie,0.0508547428,0.0140061934
conclude,chemo,0.0833684308,0.1667222345
conclude,afsluiten,0.0419343207,0
conclude,concluderen,0.0561069539,0.589314639
conclude,dooreen,0.0105877907,0.0833313205
conclude,opmaak,0,0.0394157605
rubbish,rotzooi,0.0208099867,0.0249586845
rubbish,belachelijk,0,0.0238771648
rubbish,uitkramen,0,0.055639381
rubbish,larie,0,0.1999391995
rubbish,derrie,0,0.25
rubbish,vuil,0.1020489734,0
rubbish,nonsens,0,0.0313622582
rubbish,cabaret,0,0.0157481334
rubbish,waardeloos,0.1066518214,0.0907188524
rubbish,kraam,0,0.0104125763
rubbish,onzin,0.2646269949,0.0446335786
rubbish,klets,0,0.1535541893
rubbish,vuilnis,0.0138066258,0.0155580451
rubbish,grondslag,0,0.0464742752
rubbish,rotslecht,0,0.06256224
rubbish,rommel,0.0515247268,0.0519944675
rubbish,zeker,0.0166079702,0
rubbish,troep,0.1177565115,0
rubbish,flauwekul,0,0.0508006535
rubbish,afval,0.0325183224,0.0286062585
rubbish,tellen,0.0135064818,0
bestial,plaat,0.0355,0
bestial,woeste,0.4645,0
civil,civiel,0.0445377587,0.66975
civil,ambtenaar,0,0.0181540934
civil,burgeroorlog,0.052838198,0.6911262461
civil,vriendelijk,0.0134184273,0
civil,beschaafd,0.0236963716,0.0346167254
civil,burger,0.0385422912,0
civil,burgerlijk,0,0.1154836042
civil,niet,0.0372575482,0
civil,beleefdheid,0.024552867,0
singer,maar,0.0434735951,0
singer,begrafenis,0.0334311947,0
singer,singer,0.1013369503,0.9805010131
singer,zanger,0.2270625914,0.7683470763
singer,nazicht,0,0.0309999997
singer,ooh,0.0100424005,0
singer,bard,0,0.0227499306
singer,zangeres,0.1341595146,0.7334678019
singer,imiteren,0.0144767072,0.0601045916
dishwasher,vaatwasser,0.3270371587,0.9146951007
dishwasher,vaatwas,0.0555618686,0.5
dishwasher,afwasmiddel,0,0.0494999999
dishwasher,afwasmachine,0.045671856,0.8093252007
dishwasher,afwassen,0,0.0225977224
dishwasher,afwasser,0.2632521335,0.4466664211
dishwasher,vaatwasmachine,0,1
marry,gaat,0.0161723215,0.0214927331
marry,trouw,0.0859522821,0.0791732726
marry,trouwen,0.4582693939,0.2398481217
marry,binnenhalen,0,0.0449655742
marry,huwen,0,0.3018106877
marry,ompraten,0,0.0111741339
marry,bij,0.0434739824,0
marry,me,0.043474,0
marry,liefde,0.0217369912,0
marry,vergissing,0,0.0133769204
conjecture,vermoeden,0.0789728037,0.0192071144
conjecture,toevallig,0.0162166376,0
conjecture,giswerk,0.0911908183,0.2005358327
conjecture,gissen,0.0356543882,0.0796276188
conjecture,tegelijkertijd,0.0144394718,0
until,totdat,0.304114909,0.6955391059
until,potdicht,0,0.1022362181
until,pas,0.0525218407,0.0178423832
until,alvorens,0,0.0260063774
until,tot,0.3714568079,0.2093475969
until,onbeweeglijk,0,0.1138853071
until,vooraleer,0,0.0179905262
until,toen,0.0532369104,0
until,voor,0.0107003541,0
until,staf,0,0.0224672147
goose,actie,0.0624930476,0
goose,vangen,0.0155607689,0
goose,gans,0.351710872,0.6540213363
goose,verzorgen,0,0.1110456922
goose,sprookje,0.0134984983,0.0178691089
goose,slachten,0,0.0158228919
goose,kippenvel,0,0.0737803886
goose,dwaalspoor,0,0.0126761529
goose,hangen,0.0651177556,0
quote,schatting,0,0.0222016302
quote,pers,0,0.0238695047
quote,citaat,0.0840244877,0.737801611
quote,toen,0.0194861981,0
quote,quote,0.0151602622,0.536243203
quote,kroeg,0.0180052471,0
quote,letterlijk,0,0.0417331887
quote,vergeetachtig,0,0.0207545969
quote,gezegde,0,0.0158657263
quote,prijsopgave,0,0.1249999987
quote,wijlen,0,0.1999185626
quote,markt,0,0.0149314907
quote,maken,0.0388165067,0
quote,quoten,0,0.2173333333
quote,woordelijk,0,0.3134995407
quote,aanhalen,0,0.1753625364
quote,voorwoord,0,0.0834156834
quote,manier,0,0.0454497937
quote,citeren,0.0188236775,0.4111974816
quote,napraten,0,0.1666648361
quote,reactie,0.0423629948,0
quote,beleg,0.0389723963,0
quote,offerte,0,0.0769878441
deform,practisch,0.02837484,0.0489999999
puff,roomsoes,0,0.9969426758
puff,blaasbalg,0,0.1110370123
puff,flink,0,0.017385211
puff,bladerdeeg,0,0.1694151576
puff,rijgen,0,0.1254679022
puff,puffen,0.0261389148,0.2083321829
puff,paf,0,0.0153219767
puff,smaakvol,0,0.0192201751
puff,zure,0.0167754249,0
puff,stiekum,0,0.1111111111
puff,fit,0,0.012997485
puff,heten,0.0115692585,0
puff,schik,0,0.027006436
puff,luchtig,0,0.0172540764
puff,puf,0,0.0833114726
plat,klacht,0.0122874215,0
plat,snaar,0.0357192484,0
plat,varkensvlees,0.0132875604,0.0142264613
plat,vloer,0.1428769938,0
plat,pantser,0.0514357178,0.046155469
stem,stengel,0.059327243,0.283570888
stem,dammen,0,0.0110021885
stem,boeg,0,0.0116866154
stem,klokhuis,0,0.144
stem,hersenstam,0.1243658987,0.6782501177
stem,steel,0.0242734809,0
stem,bezighouden,0.0356962954,0
stem,paranoia,0.0237023401,0.0714570957
stem,af,0.0207038513,0
stem,tandwiel,0,0.1665832916
stem,stam,0.0449059396,0.0330152662
stem,voort,0.0115655997,0
stem,kersenboom,0,0.0687499929
stem,verlichten,0,0.0346071611
stem,auto-ongeluk,0.017277007,0
jury,hulp,0.0151494951,0
jury,vonnis,0,0.0475913502
jury,ja,0.0499983338,0
jury,uitdagen,0,0.0141694599
jury,straatnaam,0,0.038830777
jury,afgaan,0.0124995834,0
jury,vaak,0.0124995834,0
jury,onbeslist,0,0.0579852344
jury,jury,0.4585374839,0.7720041446
jury,presenteren,0,0.0127562887
dough,eindigen,0.0185621623,0.0185737243
dough,koek,0.03634627,0
dough,deeg,0.1202650278,0.5139865804
dough,poen,0.0712475812,0.199511871
dough,geld,0.307998514,0.0117812105
dough,opdoen,0,0.0161659092
zealot,messias,0.0238584499,0
zealot,recht,0.0220012053,0
zealot,fanatiek,0.0217154754,0.0169946844
horseshoe,ijzer,0.0416197966,0
horseshoe,zeggen,0.0416197966,0
horseshoe,hoefijzer,0.2203474517,0.8747501666
horseshoe,gooien,0.0177477811,0
horseshoe,verhitten,0.0269966248,0.0230166114
horseshoe,even,0.0208723905,0
allergy,metalen,0,0.0102495596
allergy,allergisch,0.1446430244,0.1514514823
allergy,allergie,0.2645839331,0.8373235885
allergy,pindas,0,0.0132842622
allergy,hooikoorts,0,0.0499994011
allergy,hecht,0.071393398,0
aim,richten,0.1760502492,0.3097093752
aim,korrel,0,0.0329973023
aim,wet,0.019992057,0.0127663849
aim,aanleggen,0,0.0832784695
aim,steeds,0.0133147099,0
aim,gaat,0.0138744875,0
aim,meepakken,0,0.1657219073
aim,kakken,0,0.0416794338
aim,doel,0.0233990233,0
aim,mikpunt,0,0.0300099437
aim,verwonden,0.0399441298,0.0101688565
aim,resoluut,0,0.0619930648
aim,streven,0,0.0163405049
aim,mikken,0.0263895152,0.5549211544
aim,verdelen,0.019992057,0.0133115359
run-down,afwisseling,0.1251035858,0.0112544331
run-down,vervallen,0.0625517929,0
run-down,lelijk,0.0242700956,0
run-down,bouwvallig,0.0625517929,1
run-down,landhuis,0.0242700956,0
run-down,informeren,0.0242700956,0
run-down,vlakbij,0.0242700956,0
run-down,verlopen,0.0242700956,0
thump,alsof,0.0157133334,0
thump,dreun,0.0439973334,0.063898135
thump,klap,0.0556156769,0
thump,riool,0.0162371111,0
thump,reusachtig,0.0159990303,0.0149956777
thump,bonken,0.0106184041,0.0237997044
thump,bons,0.0153324041,0.0292490184
thump,inademen,0.0240461617,0
thump,horen,0.0294267879,0
thump,hameren,0,0.0251910476
thump,dof,0,0.0725234683
thump,teken,0.0476161617,0
thump,hartslag,0.0470939743,0
thump,praten,0.0476161617,0
thump,kloppen,0.0109517172,0
thump,lader,0.0218558182,0.0302348815
thump,slag,0.0406642021,0
thump,opletten,0.0298077172,0
thump,inslaan,0,0.0156727644
thump,jij,0.0476161617,0
thump,klop,0.0149991419,0
thump,nadenken,0.0181893738,0
watch,ruimdenkend,0,0.0193936818
watch,generen,0,0.0217978682
watch,zeil,0,0.0210143461
watch,pas,0,0.0264957356
watch,de,0,0.0125411956
watch,punctueel,0,0.0167332289
watch,gluren,0,0.021591082
watch,roodkapje,0,0.0198024416
watch,afkijken,0,0.0991961436
watch,falen,0,0.0100063693
watch,bekijken,0,0.044747071
watch,moment,0,0.0134340262
watch,op,0.0178003968,0
watch,begluren,0,0.2499999723
watch,uurwerk,0,0.4429548037
watch,aanzien,0,0.0855511166
watch,uitkijken,0,0.1933177468
watch,zeker,0.0169876836,0
watch,1,0,0.0207008117
watch,oppassen,0,0.2352959668
watch,bewaken,0,0.0805237565
watch,verlegen,0.016953776,0
watch,bibliotheek,0,0.0203302587
watch,verliezen,0,0.052093508
watch,me,0,0.018362539
watch,gadeslaan,0,0.1116666697
watch,god,0.016953776,0
watch,horloge,0.1106567537,0.7589740063
watch,passen,0,0.0258565328
watch,televisie,0.0169564208,0
watch,nog,0.0178692799,0
watch,winnaar,0,0.0666444091
watch,toezicht,0,0.0277282486
watch,niksen,0,0.0274921591
watch,toekijken,0.0113281607,0.543940105
watch,grizzly,0,0.1999999995
watch,waken,0,0.4555496217
watch,waar,0,0.0192514377
watch,programmas,0,0.0625326739
watch,klok,0,0.0111653104
watch,zen,0,0.0199959826
watch,flik,0,0.028108622
watch,sindsdien,0,0.0118626984
watch,observeren,0,0.0257628352
watch,bewaking,0,0.1255677512
watch,uitkijk,0,0.0160118838
watch,hoeveel,0,0.0589825407
watch,oppasser,0,0.0124874972
watch,bespieden,0,0.1602663339
watch,opletten,0,0.0601447974
watch,toezien,0,0.0890334314
watch,dienst,0,0.0132996048
watch,drie,0,0.0320111435
watch,kijken,0.0684600748,0.041203627
watch,werkeloos,0,0.0126578888
watch,vervolg,0.016953776,0
watch,bekommeren,0,0.0521762749
watch,jullie,0,0.0303605764
watch,toeschouwer,0,0.0119859798
watch,zingen,0,0.0207443699
bail,afhaken,0,0.0622255453
bail,fors,0,0.0286010783
bail,afzeggen,0,0.0279437046
bail,zitten,0.0608033102,0
bail,weg,0.0166497799,0
bail,ontvluchten,0,0.0242824629
bail,rainman,0,0.1110369807
bail,smeren,0,0.0217927046
bail,borg,0.1078568581,0.2277754484
bail,stikken,0,0.012496
bail,voorstelling,0.052689177,0
bail,toekennen,0,0.0816917029
bail,narigheid,0,0.0132520484
bail,inzitten,0,0.0820009785
bail,zin,0,0.0555162525
bail,steek,0.0109593534,0
bail,begraven,0.052689177,0
bail,best,0.052689177,0
antelope,antilope,0.4443402545,0.9000249797
dock,dek,0,0.0147580612
dock,aanlegsteiger,0,0.7976666667
dock,werf,0,0.0914547567
dock,wal,0,0.0382912448
dock,water,0.0532397938,0
dock,aanleggen,0,0.0111593149
dock,veroorzaken,0,0.029009859
dock,pier,0,0.0586572376
dock,sinterklaas,0,0.0153981426
dock,dok,0.0874691398,0.0844839863
dock,stoomboot,0,0.0181995448
dock,werven,0,0.0559967266
dock,haven,0.2032221489,0.1163527535
dock,werkplaats,0.026224943,0
dock,loon,0,0.0221689524
dock,aan,0.0155348558,0
dock,steiger,0.0167460479,0.2050496733
dock,kade,0.0304377852,0.3924219188
dock,veerpont,0,0.3333333326
dock,koppelen,0.0166073927,0
dock,aanmeren,0,0.5365051776
rod,staaf,0.0411165321,0.2352348058
rod,pin,0,0.0119823441
rod,hengel,0.1012919429,0.7369961816
rod,vislijn,0,0.0314892655
rod,roede,0,0.3293353323
rod,zalf,0,0.0278285111
rod,legen,0,0.0533506081
rod,stang,0.0101291955,0.0520159433
rod,buizen,0,0.0400348366
rod,roe,0.0133278872,0.0105999999
rod,zoveel,0.0666394361,0
department,lipton,0,0.0439994533
department,politiebureau,0,0.0328300345
department,treffen,0,0.0117562488
department,bureau,0,0.0121567418
department,sheriff,0,0.0770375625
department,faculteit,0,0.0461798797
department,chemie,0,0.0155054375
department,politie,0.0169176798,0.0111638895
department,afdeling,0.0945910853,0.2735678484
department,terrorisme,0,0.0208610304
department,departement,0.0694973537,0.9006834106
department,mazzel,0,0.0476559176
department,centrum,0.0434901541,0.1000912701
department,ministerie,0.0981590262,0.1451409935
department,benoemen,0,0.0244071474
department,nastreven,0,0.0276193676
department,korps,0,0.1519900933
department,opklimmen,0,0.060745002
department,veranderen,0.0116553613,0
department,warenhuis,0,0.104000828
department,brandweer,0.0257125991,0.2450212503
department,machteloos,0,0.04185031
department,over,0,0.0224874403
department,justitie,0,0.0303343488
department,gemeentehuis,0.0434901541,0
haul,zeulen,0,0.0829738772
haul,buit,0.1021628668,0.0414114356
haul,als,0,0.0157268158
haul,binnenhalen,0,0.0101921968
haul,hollen,0,0.0153306693
haul,trekken,0.0564920144,0
haul,slepen,0.0119310246,0.0269785561
haul,krantenjongen,0,0.0181978741
haul,oprapen,0.0110986276,0
haul,hijsen,0,0.0164190851
haul,halen,0.013486464,0
haul,rijtuig,0.0277465689,0
haul,koers,0.0110986276,0
haul,vervoeren,0.0644830262,0.0268456352
haul,vuilnisbelt,0.0110986276,0.1428748864
haul,blijven,0.0265257199,0
haul,laden,0.017702311,0
haul,aanhalen,0.0283015003,0.0383917982
haul,takelen,0,0.0622499657
haul,sleuren,0,0.0392093877
haul,kappen,0,0.1253097306
haul,vangst,0.0422302779,0.023253598
haul,duit,0,0.0373545924
afghan,antwoord,0.1111593719,0
afghan,prijs,0.0370160708,0
afghan,vergezellen,0.0228988306,0
afghan,kleed,0.0193417307,0
stagger,verstommen,0,0.0639999083
stagger,erg,0.0714206258,0
stagger,wankelen,0.0141412839,0.2162994043
stagger,achteruit,0.0357103129,0
stagger,samenloop,0,0.1014055909
stagger,struikelen,0.0357103129,0.0515697627
stagger,onrustig,0.0714206258,0
stagger,spreiden,0,0.1667434586
stagger,som,0,0.1227126256
stagger,tegenovergesteld,0,0.3455481867
spooky,schichtig,0,0.0416666667
spooky,spooky,0.1880604212,0.9882513284
spooky,wat,0.1110811702,0
spooky,spookhuis,0,0.0157460722
spooky,eng,0.1476268752,0
spooky,griezelig,0.1935033986,0.042309172
obsolete,ouderwets,0.0916808608,0
obsolete,bedonderen,0,0.0202044297
obsolete,verwaarlozen,0,0.0142027922
obsolete,overbodig,0.2462047844,0.145386305
obsolete,machteloosheid,0,0.2499999992
president,aannemen,0.0188766695,0
president,ja,0.0188766695,0
president,zonsopgang,0.0188766695,0
president,fiat,0,0.1999183573
president,totaal,0,0.0152084033
president,zaakvoerder,0,0.3333333327
president,voorzitter,0,0.2046770437
president,barack,0,0.0126705189
president,opnoemen,0,0.0161769898
president,nieuws,0.0188766695,0
president,vertegenwoordiger,0,0.1429374107
president,noteren,0.0188766695,0.0562347497
president,tweeling,0,0.0714352033
president,metaal,0.0183669994,0.0269819338
president,voor,0.0188577929,0
president,bedrijfsleider,0,0.0117963436
president,bekennen,0,0.1250430555
president,directeur,0,0.0185720113
president,onverstaanbaar,0.0179894661,0.2500518232
president,wensen,0.0188766695,0
president,obama,0.0188766695,0
president,president,0.4623948781,0.8592484405
president,uitkiezen,0,0.0114060665
id,identificatie,0.0308095956,0.2522335822
id,herkenning,0,0.0632023496
id,identiteit,0.0127427757,0.1873796057
id,vaststellen,0,0.0460656266
id,aal,0,0.0121998909
id,het,0.015697717,0
id,tegenkomen,0,0.0127836312
id,bidden,0.0111761736,0
id,zien,0.0151653451,0
id,engel,0.0150217387,0
id,brommen,0,0.0160019826
id,determineren,0,0.8239933174
id,maar,0.0150217393,0
id,expert,0,0.0738796443
id,legitimatie,0.0149916953,0.6122315247
id,ik,0.0631594776,0
id,paspoort,0,0.0539032136
id,armband,0,0.0146625233
id,naam,0,0.0334535715
id,identificeren,0,0.1386007416
id,id-kaart,0,0.8965694598
id,mogelijk,0.0111761736,0
id,schutter,0.0150217387,0
id,doorsturen,0,0.0144065264
id,tac,0,0.2500625156
id,signatuur,0,0.0125985572
id,woonplaats,0,0.0101993664
id,idealist,0,0.0194951262
id,identiteitskaart,0,0.6404317987
id,zigeunerin,0,0.0110073382
decision,dom,0.0387340484,0
decision,besluit,0.0780462315,0.3722155597
decision,doorhakken,0,0.0556295803
decision,bezinning,0,0.0139920184
decision,stellen,0,0.0112198175
decision,van,0.0385413417,0
decision,conclusie,0,0.0111477866
decision,beslissen,0.0132583792,0.0737654959
decision,opwelling,0,0.0239833547
decision,uitspraak,0,0.0112001518
decision,beslissing,0.1945952344,0.6654136095
decision,spreken,0.0204269111,0
decision,voorzichtig,0.0385413417,0
decision,besluiten,0,0.174169479
decision,beïnvloeden,0,0.0334220596
decision,ondankbaar,0,0.0100001548
decision,roven,0,0.0177629126
decision,beraadslagen,0,0.2500625156
decision,ophouden,0.0300237052,0
decision,nemen,0,0.016729546
decision,besef,0,0.0186978449
decision,afronden,0,0.0146116821
decision,winnaar,0.0191935882,0
root,bron,0,0.0742581574
root,knolselderij,0,0.999999711
root,nergens,0.0355167714,0
root,nestelen,0,0.0209990542
root,uitroeien,0,0.0641015773
root,vestigen,0,0.0268214751
root,roots,0.0278675966,0.6801061715
root,kindertijd,0,0.0222116126
root,oorzaak,0,0.0161518763
root,limonade,0.0415899856,0.0519471785
root,rommelen,0,0.0413996055
root,herkomst,0,0.0167237072
root,alcoholvrij,0,0.0370246615
root,crisis,0,0.1001213002
root,oorsprong,0.0248309896,0.0533678081
root,betreffende,0.0121464283,0
root,settelen,0,0.0815344292
root,gember,0,0.0162034567
root,ooit,0.0384380643,0
root,afkomst,0,0.0206587984
root,supporteren,0,0.25
root,juichen,0,0.0154955463
root,wroeten,0,0.0442357796
root,oprollen,0,0.0144997044
root,roe,0,0.0105999999
root,wortel,0.1199267607,0.4568121344
root,klam,0,0.0250200497
brash,onbeschaamd,0.0357499987,0.0336463242
brash,brutaal,0.0997499964,0.0432542707
brash,blunder,0.0809999971,0.0233120294
brash,stoutmoedig,0.0639999977,0.1109999999
brash,onbezonnen,0.3854999862,0.1943943943
brash,roekeloos,0.0809999971,0
brash,tactloos,0.0809999971,0.125
software,agenda,0,0.0138912488
software,software,0.7545103119,0.7158472995
ruler,liniaal,0.1640802126,0.9333333333
ruler,heerser,0.3288494443,0.5899190994
ruler,lineaal,0.0625305688,0.879
ruler,machthebber,0,0.5
ruler,leider,0.0123185221,0
ruler,vorst,0,0.0301711834
ruler,meetlint,0,0.0417381354
ruler,meetlat,0,0.4999999998
ruler,verwerven,0.0107552578,0.0102034355
ruler,bestuurder,0.06815832,0
ruler,vorstin,0,0.0449849904
ruler,alleenheerser,0,0.0265
criticism,sneakers,0.0278339203,0.1667222034
criticism,verheffen,0,0.0119973765
criticism,kritiek,0.6370135441,0.3777633553
client,absent,0,0.1665832916
client,client,0,0.734184207
client,zak,0,0.0183991667
client,klant,0.0940409786,0.3736201796
client,cliënt,0.2845671843,0.8155712885
client,geheim,0.0270295572,0
client,kunde,0,0.199905768
client,slachtoffer,0.0270295572,0.0525897131
client,psychisch,0.0135147786,0.1428925407
client,nog,0.0270295572,0
importance,stressen,0,0.0327415379
importance,ligging,0,0.226550124
importance,dood,0.0625465169,0
importance,gewicht,0.0645480054,0
importance,begrijpen,0.0108830939,0
importance,belangrijkheid,0.0133849546,0.40825
importance,buitengewoon,0.0108830939,0
importance,belangrijk,0.06679968,0
importance,opmaken,0.0422814454,0
importance,belang,0.255439975,0.0403917867
vague,vaag,0.4634870591,0.2249272561
vague,verdienste,0.0125730152,0
labor,handarbeid,0,0.1043795516
labor,werk,0.0119641533,0
labor,dwangarbeid,0,0.1964508799
labor,beha,0.0203670704,0
labor,kinderarbeid,0,0.3597171169
labor,commissie,0.020527126,0
labor,bevalling,0.0364926684,0.072392144
labor,slavernij,0.0400138908,0
labor,houden,0.0192466815,0
labor,handenarbeid,0,0.3226002813
labor,toe,0.0257289318,0
labor,vreselijk,0.0133246256,0
labor,arbeid,0.0398938491,0.3187030703
labor,taak,0.0174460564,0
labor,moeizaam,0.0200069454,0.2858300058
labor,bevallen,0.0823886012,0.2356817701
labor,moeite,0.0100034727,0
labor,googelen,0,0.333
labor,werken,0.0264091679,0
labor,brenger,0,0.0264710338
labor,moeilijk,0.015765473,0
labor,vrijheid,0.0100434866,0
guilty,onterecht,0,0.0195108481
guilty,supporter,0,0.03798732
guilty,raadpleging,0,0.25
guilty,wroeging,0,0.0125123971
guilty,schuldgevoel,0,0.089648573
guilty,veroordelen,0.0119008241,0.0165256987
guilty,schuldig,0.7295681214,0.6037656685
guilty,geloven,0.0118532208,0
guilty,pleidooi,0.0476032964,0
guilty,onschuldig,0.0364012744,0.0765369074
guilty,bekennen,0,0.0103785834
pocket,wed,0,0.0230201718
pocket,graaien,0,0.0357701073
pocket,incasseren,0,0.0296104927
pocket,clown,0.043521999,0.1249641331
pocket,leegmaken,0,0.0359988826
pocket,zakmes,0,0.2656814509
pocket,vullen,0,0.1281989582
pocket,rippen,0,0.125
pocket,overslaan,0,0.0176249482
pocket,onafhankelijk,0,0.0200032529
pocket,zakgeld,0,0.0729705655
pocket,buidel,0,0.0125970018
pocket,glijden,0,0.0307686152
pocket,luchtbel,0,0.2012399648
pocket,kleding,0.0218045215,0
pocket,slachtoffer,0,0.0525897131
pocket,zak,0.2407673864,0.1606667441
pocket,holte,0,0.0189884967
pocket,stofjas,0,0.3333109793
pocket,broekzak,0.0631504205,0.6671346121
pocket,zakcentje,0,0.1667222407
